OrderNum,OrderDate,OrderType,CustomerType,CustName,CustCountry,CustCity,ProdCategory,ProdNumber,ProdName,Quantity, Price , Discount , Total Cost 
1103899,3/11/2018,Retail,Individual,Kris Lemke,Algeria,M'Sila,Blueprints,BP107,Ladybug Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1103900,4/11/2018,Wholesale,Business,Luettgen Security,Morocco,L'Oulja,Blueprints,BP108,Panda Robot Blueprint,11, $ 7.99 , $ 1.60 , $ 86.29 
1103901,4/11/2018,Wholesale,Business,Kutch Inc.,Morocco,Moulay Bousselham,Blueprints,BP104,Cat Robot Blueprint,7, $ 4.99 , $ 1.00 , $ 33.93 
1103902,4/11/2018,Retail,Individual,Tomkin Gosson,Morocco,Toundout,eBooks,EB503,Building Your Own Drone,1, $ 24.99 , 0 , $ 24.99 
1103903,4/11/2018,Retail,Individual,Flss Buggs,Morocco,El Kansera,Robots,RS704,RLK-9920 Robot,1, $ 699.00 , 0 , $ 699.00 
1103904,4/11/2018,Retail,Individual,Catie Issac,Syria,Ra's al `Ayn,Training Videos,TV807,Open Source Code,1, $ 32.95 , 0 , $ 32.95 
1103905,4/11/2018,Wholesale,Business,Rosenbaum LLC,Algeria,Ain Temouchent,eBooks,EB507,Drone Building Essentials,6, $ 13.99 , $ 2.80 , $ 81.14 
1103906,4/11/2018,Retail,Individual,Tudor Dryburgh,Algeria,El Eulma,Blueprints,BP105,Creature Robot Arms Blueprint ,1, $ 12.00 , 0 , $ 12.00 
1103907,4/11/2018,Retail,Individual,Juditha Preshaw,Saudi Arabia,Al Qunfudhah,Robots,RS702,MICR-23K Robot,1, $ 899.00 , 0 , $ 899.00 
1103908,4/11/2018,Retail,Individual,Bobby Bachura,Iraq,Balad,Blueprints,BP102,Bsquare Robot Blueprint,1, $ 8.99 , 0 , $ 8.99 
1103909,5/11/2018,Retail,Individual,Karlotta Gillbanks,Morocco,Tagalft,Drones,DS307,MICR-564K Drone,1, $ 499.00 , 0 , $ 499.00 
1103910,5/11/2018,Wholesale,Business,Cassin Inc.,Morocco,Boumalne,eBooks,EB521,Understanding Artificial Intelligence,4, $ 19.50 , $ 3.90 , $ 74.10 
1103911,5/11/2018,Retail,Individual,Cirstoforo Kamien,Egypt,Al Kharjah,Drone Kits,DK204,BYOD-300,1, $ 89.00 , 0 , $ 89.00 
1103912,5/11/2018,Retail,Individual,Delmar Feaver,Saudi Arabia,Ha'il,Training Videos,TV806,Mapping with Drones,1, $ 49.00 , 0 , $ 49.00 
1103913,5/11/2018,Wholesale,Business,Schamberger Inc.,Morocco,Guisser,Training Videos,TV801,Aerial Security,6, $ 36.99 , $ 7.40 , $ 214.54 
1103914,5/11/2018,Retail,Individual,North Verdie,Morocco,Lamrasla,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1103915,5/11/2018,Wholesale,Business,Hickle LLC,Algeria,Bir Ghbalou,Robot Kits,RK602,BYOR-1000,8, $ 189.00 , $ 37.80 ," $ 1,474.20 "
1103916,5/11/2018,Wholesale,Business,Franecki Corporation,Algeria,Tichi,Drone Kits,DK202,BYOD-200,55, $ 58.95 , $ 11.79 ," $ 3,230.46 "
1103917,6/11/2018,Retail,Individual,Amil Leonards,Morocco,Casablanca,Drone Kits,DK209,BYOD-550,1, $ 179.00 , 0 , $ 179.00 
1103918,6/11/2018,Wholesale,Business,Smith Technologies,Morocco,Bouskoura,Robot Kits,RK603,BYOR-1500,12, $ 189.00 , $ 37.80 ," $ 2,230.20 "
1103919,6/11/2018,Retail,Business,Stanton LLC,Morocco,Ouirgane,Drone Kits,DK203,BYOD-220,13, $ 69.00 , 0 , $ 897.00 
1103920,7/11/2018,Wholesale,Business,Schmidt Group,Morocco,Lakhzazra,Blueprints,BP107,Ladybug Robot Blueprint,6, $ 12.00 , $ 2.40 , $ 69.60 
1103921,7/11/2018,Retail,Individual,Charles Miners,Algeria,Abadla,eBooks,EB518,Single Rotor Drones,1, $ 14.99 , 0 , $ 14.99 
1103922,7/11/2018,Retail,Individual,Ferne Inskipp,Algeria,Tiaret,Blueprints,BP104,Cat Robot Blueprint,1, $ 4.99 , 0 , $ 4.99 
1103923,7/11/2018,Wholesale,Business,Moore LLC,Morocco,Agadir Melloul,eBooks,EB506,Delta Robots,25, $ 16.99 , $ 3.40 , $ 421.35 
1103924,8/11/2018,Retail,Individual,Ebba Aldous,Morocco,Imigdal,Blueprints,BP110,Sleepy Eye Blueprint,1, $ 11.99 , 0 , $ 11.99 
1103925,8/11/2018,Wholesale,Business,Trantow Technologies,Morocco,Kechoulah,Blueprints,BP106,Hexacopter Drone Blueprint,3, $ 8.99 , $ 1.80 , $ 25.17 
1103926,8/11/2018,Wholesale,Business,The Orn Company,Morocco,Tighedouine,Training Videos,TV809,Understanding 3D Printing,9, $ 42.99 , $ 8.60 , $ 378.31 
1103927,8/11/2018,Retail,Individual,Daisy Lowe,Iraq,Hit,eBooks,EB521,Understanding Artificial Intelligence,1, $ 19.50 , 0 , $ 19.50 
1103928,9/11/2018,Retail,Individual,Eddie Hoeger,Morocco,Wawizaght,eBooks,EB507,Drone Building Essentials,1, $ 13.99 , 0 , $ 13.99 
1103929,9/11/2018,Retail,Individual,Bryant Swinburn,Morocco,El Meghassine,Robot Kits,RK607,BYOR-4005,1, $ 245.00 , 0 , $ 245.00 
1103930,9/11/2018,Retail,Individual,Sally Gallego,Syria,Al Lataminah,Training Videos,TV810,Understanding Automation,1, $ 44.95 , 0 , $ 44.95 
1103931,9/11/2018,Wholesale,Business,Ratke and Sons,Algeria,Freha,Robot Kits,RK606,BYOR-3535,5, $ 223.00 , $ 44.60 ," $ 1,070.40 "
1103932,10/11/2018,Wholesale,Business,Corkery International ,Morocco,Jaqma,Training Videos,TV805,Industrial 3D Printing ,9, $ 49.00 , $ 9.80 , $ 431.20 
1103933,10/11/2018,Retail,Individual,Robinia Rebillard,Morocco,Ait Said,Drone Kits,DK202,BYOD-200,1, $ 58.95 , 0 , $ 58.95 
1103934,10/11/2018,Wholesale,Business,Kuhic Inc.,Morocco,Madagh,Drone Kits,DK206,BYOD-400,10, $ 119.00 , $ 23.80 ," $ 1,166.20 "
1103935,10/11/2018,Retail,Individual,Casandra Corlett,Morocco,Boudenib,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1103936,10/11/2018,Retail,Individual,Bob O'Keefe,Saudi Arabia,Jeddah,Training Videos,TV808,Robotic Essentials,1, $ 34.99 , 0 , $ 34.99 
1103937,10/11/2018,Retail,Individual,Pancho Juarez,Morocco,Moulay Bouzarqtoune,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1103938,10/11/2018,Retail,Individual,Robbin Annakin,Morocco,Chouafaa,eBooks,EB501,Articulated Robots,1, $ 23.99 , 0 , $ 23.99 
1103939,10/11/2018,Wholesale,Business,Hudson LLC,Morocco,Temara,Blueprints,BP107,Ladybug Robot Blueprint,7, $ 12.00 , $ 2.40 , $ 81.60 
1103940,10/11/2018,Retail,Individual,Rolfe Mongan,Morocco,Oujda-Angad,Robot Kits,RK606,BYOR-3535,1, $ 225.00 , 0 , $ 225.00 
1103941,11/11/2018,Retail,Individual,Koo Godin,Syria,Al Atarib,Training Videos,TV813,Virtual Reality Basics,1, $ 29.99 , 0 , $ 29.99 
1103942,11/11/2018,Retail,Individual,Ethelda Revan,Morocco,Malloussa,eBooks,EB501,Articulated Robots,1, $ 23.99 , 0 , $ 23.99 
1103943,11/11/2018,Wholesale,Business,The Lesch Company,Morocco,Mrirt,Training Videos,TV805,Industrial 3D Printing ,10, $ 49.00 , $ 9.80 , $ 480.20 
1103944,11/11/2018,Retail,Individual,Heather Schulist,Algeria,In Guezzam,Robots,RS706,RWW-75 Robot,1, $ 883.00 , 0 , $ 883.00 
1103945,12/11/2018,Wholesale,Business,Jakubowski Inc.,Morocco,Agourai,Training Videos,TV809,Understanding 3D Printing,6, $ 42.99 , $ 8.60 , $ 249.34 
1103946,12/11/2018,Wholesale,Business,Pacocha Inc.,Morocco,Mediouna,Robot Kits,RK603,BYOR-1500,12, $ 189.00 , $ 37.80 ," $ 2,230.20 "
1103947,12/11/2018,Wholesale,Business,Mills Inc.,Syria,Al Qusayr,eBooks,EB507,Drone Building Essentials,11, $ 13.99 , $ 2.80 , $ 151.09 
1103948,12/11/2018,Wholesale,Business,Jacobson Group,Morocco,Martil,eBooks,EB519,Spherical Robots,9, $ 16.75 , $ 3.35 , $ 147.40 
1103949,12/11/2018,Wholesale,Business,Faded Light Inc..,Morocco,El Mansouria,Training Videos,TV810,Understanding Automation,9, $ 44.95 , $ 8.99 , $ 395.56 
1103950,12/11/2018,Wholesale,Business,Jacobson Group,Morocco,Uad Damran,Training Videos,TV809,Understanding 3D Printing,5, $ 42.99 , $ 8.60 , $ 206.35 
1103951,12/11/2018,Wholesale,Business,Kub LLC,Morocco,Saddina,Training Videos,TV809,Understanding 3D Printing,7, $ 42.99 , $ 8.60 , $ 292.33 
1103952,12/11/2018,Retail,Individual,Jemimah Dedam,Syria,Ath Thawrah,Training Videos,TV804,Drone Video Techniques,1, $ 37.99 , 0 , $ 37.99 
1103953,12/11/2018,Wholesale,Business,Russel Group,Morocco,Tourza,eBooks,EB507,Drone Building Essentials,8, $ 13.99 , $ 2.80 , $ 109.12 
1103954,12/11/2018,Retail,Individual,Emmalynne Stanluck,Morocco,Tizi Nisly,eBooks,EB507,Drone Building Essentials,1, $ 13.99 , 0 , $ 13.99 
1103955,12/11/2018,Retail,Individual,Dooley O'Reilly,Iraq,Ar Ramadi,eBooks,EB507,Drone Building Essentials,1, $ 13.99 , 0 , $ 13.99 
1103956,12/11/2018,Wholesale,Business,Labadie Inc.,Algeria,Ain Zaouia,Drone Kits,DK202,BYOD-200,77, $ 58.95 , $ 11.79 ," $ 4,527.36 "
1103957,13/11/2018,Wholesale,Business,Raynor LLC,Morocco,Lqoliaa,Blueprints,BP106,Hexacopter Drone Blueprint,5, $ 8.99 , $ 1.80 , $ 43.15 
1103958,13/11/2018,Wholesale,Business,Mills Inc.,Syria,Al Muzayrib,Robots,RS706,RWW-75 Robot,10, $ 883.00 , $ 176.60 ," $ 8,653.40 "
1103959,13/11/2018,Wholesale,Business,Brekke Productions,Egypt,Az Zaqaziq,Robots,RS703,RCB-889 Robot,8, $ 549.00 , $ 109.80 ," $ 4,282.20 "
1103960,13/11/2018,Wholesale,Business,Wilkinson LLC,Algeria,Batna,eBooks,EB513,Photograph Drones,12, $ 14.99 , $ 3.00 , $ 176.88 
1103961,13/11/2018,Retail,Individual,Everett Dorracott,Syria,Sarmin,eBooks,EB520,Understanding Arduino,1, $ 17.50 , 0 , $ 17.50 
1103962,13/11/2018,Wholesale,Business,Labadie Inc.,Morocco,Jouamaa,Robots,RS705,RQTE-554 Robot,11, $ 684.00 , $ 136.80 ," $ 7,387.20 "
1103963,13/11/2018,Retail,Individual,Teador Piggford,Egypt,Al `Arish,eBooks,EB506,Delta Robots,1, $ 16.99 , 0 , $ 16.99 
1103964,13/11/2018,Wholesale,Business,Parker Group,Morocco,Tamri,eBooks,EB508,Fixed Wing Drones,9, $ 15.50 , $ 3.10 , $ 136.40 
1103965,14/11/2018,Wholesale,Business,Schiller LLC,Algeria,Bechar,Training Videos,TV808,Robotic Essentials,9, $ 34.99 , $ 7.00 , $ 307.91 
1103966,14/11/2018,Retail,Individual,Roscoe Shuter,Morocco,Mohammedia,eBooks,EB521,Understanding Artificial Intelligence,1, $ 19.50 , 0 , $ 19.50 
1103967,14/11/2018,Wholesale,Business,Ankunding Inc.,Morocco,Douar Oulad Amer,eBooks,EB505,Delivery Drones,7, $ 14.99 , $ 3.00 , $ 101.93 
1103968,14/11/2018,Wholesale,Business,Mountain Run LLC,Morocco,Dar Ould Zidouh,eBooks,EB521,Understanding Artificial Intelligence,10, $ 19.50 , $ 3.90 , $ 191.10 
1103969,14/11/2018,Wholesale,Business,Raynor LLC,Morocco,Sidi Abdelkarim,Drone Kits,DK204,BYOD-300,11, $ 89.00 , $ 17.80 , $ 961.20 
1103970,14/11/2018,Retail,Individual,Nikolaus Walker,Morocco,Oulad Aissa,Blueprints,BP110,Upside Down Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1103971,15/11/2018,Wholesale,Business,Fisher Inc.,Morocco,Tameslouht,eBooks,EB502,Building Your First Robot,11, $ 24.95 , $ 4.99 , $ 269.46 
1103972,15/11/2018,Wholesale,Business,Schmidt Group,Syria,Tall `Aran,Training Videos,TV803,Cloud Computing,9, $ 29.99 , $ 6.00 , $ 263.91 
1103973,15/11/2018,Retail,Individual,Pier Crasswell,Syria,Masyaf,Training Videos,TV813,Virtual Reality Basics,1, $ 29.99 , 0 , $ 29.99 
1103974,15/11/2018,Retail,Individual,Bethany Lakin,Morocco,Outerbat,Blueprints,BP107,Ladybug Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1103975,15/11/2018,Retail,Individual,Marsiella Laing,Morocco,Tazouta,eBooks,EB517,SCARA Robots,1, $ 19.50 , 0 , $ 19.50 
1103976,15/11/2018,Wholesale,Business,Funk and Sons,Algeria,I-n-Salah,Blueprints,BP108,Panda Robot Blueprint,6, $ 7.99 , $ 1.60 , $ 46.34 
1103977,15/11/2018,Wholesale,Business,Blick Inc.,Morocco,Zirara,Training Videos,TV804,Drone Video Techniques,86, $ 37.99 , $ 7.60 ," $ 3,259.54 "
1103978,15/11/2018,Wholesale,Business,Kuhlman Inc.,Morocco,Driouch,Training Videos,TV806,Mapping with Drones,12, $ 49.00 , $ 9.80 , $ 578.20 
1103979,16/11/2018,Retail,Individual,Jillene Wemm,Morocco,Tiyghmi,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1103980,16/11/2018,Retail,Individual,Netti Smalcombe,Morocco,Aklim,Blueprints,BP101,All Eyes Drone Blueprint,1, $ 9.99 , 0 , $ 9.99 
1103981,16/11/2018,Retail,Individual,Gwenneth Ivic,Egypt,Al Madamud,Robot Kits,RK603,BYOR-1500,1, $ 189.00 , 0 , $ 189.00 
1103982,16/11/2018,Wholesale,Business,Pouros Inc.,Algeria,Mekla,Blueprints,BP102,Bsquare Robot Blueprint,11, $ 8.99 , $ 1.80 , $ 97.09 
1103983,16/11/2018,Retail,Individual,Malchy Jeyness,Syria,`Ayn `Isa,Training Videos,TV810,Understanding Automation,1, $ 44.95 , 0 , $ 44.95 
1103984,16/11/2018,Wholesale,Business,Erdman LLC,Egypt,Ad Dab`ah,Drone Kits,DK209,BYOD-550,5, $ 179.00 , $ 35.80 , $ 859.20 
1103985,16/11/2018,Retail,Individual,Luciano Valentino,Egypt,Al Mansurah,Training Videos,TV801,Aerial Security,1, $ 36.99 , 0 , $ 36.99 
1103986,16/11/2018,Retail,Business,Cruickshank LLC,Morocco,Bni Tajjit,Robots,RS702,MICR-23K Robot,87, $ 899.00 , 0 ," $ 78,213.00 "
1103987,16/11/2018,Retail,Individual,Gabey Culham,Morocco,Bou Arfa,Robot Kits,RK602,BYOR-1000,1, $ 189.00 , 0 , $ 189.00 
1103988,17/11/2018,Wholesale,Business,Hettinger and Sons,Morocco,Semara,Blueprints,BP106,Hexacopter Drone Blueprint,10, $ 8.99 , $ 1.80 , $ 88.10 
1103989,17/11/2018,Wholesale,Business,Effertz LLC,Morocco,Talambote,Robot Kits,RK607,BYOR-4005,11, $ 245.00 , $ 49.00 ," $ 2,646.00 "
1103990,17/11/2018,Retail,Individual,Leonora Pollicatt,Morocco,Dar El Kebdani,Training Videos,TV804,Drone Video Techniques,1, $ 37.99 , 0 , $ 37.99 
1103991,17/11/2018,Wholesale,Business,Treutel Group,Algeria,Sidi Bel Abbes,Blueprints,BP110,Sleepy Eye Blueprint,12, $ 11.99 , $ 2.40 , $ 141.48 
1103992,17/11/2018,Wholesale,Business,Casper-Brown,Morocco,Tamallalt,Blueprints,BP104,Cat Robot Blueprint,5, $ 4.99 , $ 1.00 , $ 23.95 
1103993,18/11/2018,Wholesale,Business,Jacobson Group,Algeria,Messaad,Training Videos,TV803,Cloud Computing,6, $ 29.99 , $ 6.00 , $ 173.94 
1103994,18/11/2018,Retail,Individual,Ciro Bremen,Morocco,Bellaa,eBooks,EB513,Photograph Drones,1, $ 14.99 , 0 , $ 14.99 
1103995,18/11/2018,Wholesale,Business,Murazik Inc.,Egypt,Ihnasya al Madinah,Training Videos,TV802,AI for Educators,9, $ 49.95 , $ 9.99 , $ 439.56 
1103996,18/11/2018,Retail,Individual,Karee Wharfe,Egypt,Ismailia,eBooks,EB501,Articulated Robots,1, $ 23.99 , 0 , $ 23.99 
1103997,18/11/2018,Retail,Individual,Marc Riach,Morocco,Bourdoud,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1103998,18/11/2018,Wholesale,Business,The TMC Company,Syria,As Salamiyah,Robots,RS706,RWW-75 Robot,9, $ 883.00 , $ 176.60 ," $ 7,770.40 "
1103999,18/11/2018,Wholesale,Business,Feest Inc.,Algeria,Adrar,eBooks,EB503,Building Your Own Drone,11, $ 24.99 , $ 5.00 , $ 269.89 
1104000,18/11/2018,Retail,Individual,Antonio Endean,Egypt,Kafr Shukr,Training Videos,TV806,Mapping with Drones,1, $ 49.00 , 0 , $ 49.00 
1104001,18/11/2018,Wholesale,Business,Feil LLC,Morocco,Assais,eBooks,EB503,Building Your Own Drone,11, $ 24.99 , $ 5.00 , $ 269.89 
1104002,18/11/2018,Wholesale,Business,Ullrich Inc.,Morocco,Tazemmourt,Training Videos,TV803,Cloud Computing,5, $ 29.99 , $ 6.00 , $ 143.95 
1104003,18/11/2018,Wholesale,Business,Gleason LLC,Egypt,Al Karnak,Blueprints,BP104,Cat Robot Blueprint,37, $ 4.99 , $ 1.00 , $ 183.63 
1104004,18/11/2018,Retail,Individual,Jeffery Lowe,Morocco,Oued Zem,Robots,RS706,RWW-75 Robot,1, $ 883.00 , 0 , $ 883.00 
1104005,19/11/2018,Wholesale,Business,Herzog Group,Algeria,Thenia,Robot Kits,RK605,BYOR-3000,7, $ 214.00 , $ 42.80 ," $ 1,455.20 "
1104006,19/11/2018,Retail,Individual,Michelle Rosgen,Morocco,Assebbab,Drone Kits,DK206,BYOD-400,1, $ 119.00 , 0 , $ 119.00 
1104007,19/11/2018,Retail,Individual,Riley O'Kon,Morocco,Ait Hani,Drones,DS303,DTD-7000 Drone,4, $ 450.00 , 0 ," $ 1,800.00 "
1104008,19/11/2018,Retail,Individual,Leigh Kelberer,Morocco,Znada,Robots,RS705,RQTE-554 Robot,1, $ 684.00 , 0 , $ 684.00 
1104009,19/11/2018,Retail,Individual,Decca Spelwood,Morocco,Amrharas,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1104010,19/11/2018,Retail,Individual,Iolanthe Seddon,Morocco,Midar,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1104011,19/11/2018,Retail,Individual,Tommie Berkowitz,Morocco,Ikniwn,Drones,DS303,DTD-7000 Drone,2, $ 450.00 , 0 , $ 900.00 
1104012,19/11/2018,Wholesale,Business,H Plus Sport,Morocco,Ain Legdah,eBooks,EB509,GPS Drones,8, $ 19.99 , $ 4.00 , $ 155.92 
1104013,19/11/2018,Wholesale,Business,Bernier Security,Iraq,Al Faw,Drone Kits,DK208,BYOD-500,45, $ 167.00 , $ 33.40 ," $ 7,481.60 "
1104014,20/11/2018,Retail,Individual,Lesli Frantz,Morocco,Oulad Hammou,Training Videos,TV802,AI for Educators,1, $ 49.95 , 0 , $ 49.95 
1104015,20/11/2018,Retail,Individual,Issy Battison,Morocco,Ghouazi,Training Videos,TV804,Drone Video Techniques,1, $ 37.99 , 0 , $ 37.99 
1104016,20/11/2018,Wholesale,Business,Conn Inc.,Morocco,Ain Beida,Drone Kits,DK204,BYOD-300,5, $ 89.00 , $ 17.80 , $ 427.20 
1104017,20/11/2018,Retail,Individual,Pauli Munkley,Algeria,Hassi Messaoud,Drone Kits,DK204,BYOD-300,2, $ 89.00 , 0 , $ 178.00 
1104018,21/11/2018,Wholesale,Business,Stroman Inc.,Morocco,Ras el Oued,Robot Kits,RK605,BYOR-3000,12, $ 214.00 , $ 42.80 ," $ 2,525.20 "
1104019,21/11/2018,Wholesale,Business,Mann LLC,Egypt,Al Balyana,Blueprints,BP104,Cat Robot Blueprint,37, $ 4.99 , $ 1.00 , $ 183.63 
1104020,22/11/2018,Wholesale,Business,Torp Inc.,Iraq,Az Zubaydiyah,Drone Kits,DK206,BYOD-400,8, $ 119.00 , $ 23.80 , $ 928.20 
1104021,22/11/2018,Wholesale,Business,Schuppe Inc.,Morocco,Fes,Drones,DS306,DX-145 Drone,8, $ 250.00 , $ 50.00 ," $ 1,950.00 "
1104022,22/11/2018,Wholesale,Business,Witting Innovations,Algeria,Jijel,Drones,DS301,DA-SA702 Drone,11, $ 399.00 , $ 79.80 ," $ 4,309.20 "
1104023,22/11/2018,Wholesale,Business,Brekke Productions,Saudi Arabia,Khamis Mushayt,Training Videos,TV808,Robotic Essentials,5, $ 34.99 , $ 7.00 , $ 167.95 
1104024,22/11/2018,Wholesale,Business,Hammes Inc.,Algeria,Tassamert,eBooks,EB519,Spherical Robots,8, $ 16.75 , $ 3.35 , $ 130.65 
1104025,22/11/2018,Retail,Individual,Ruprecht Berryann,Syria,Jarabulus,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1104026,23/11/2018,Wholesale,Business,Treutel Group,Iraq,Al Kufah,Training Videos,TV801,Aerial Security,4, $ 36.99 , $ 7.40 , $ 140.56 
1104027,23/11/2018,Wholesale,Business,The Mayer Company,Morocco,Tarhjicht,eBooks,EB508,Fixed Wing Drones,6, $ 15.50 , $ 3.10 , $ 89.90 
1104028,23/11/2018,Wholesale,Business,Keeling Inc.,Morocco,Sidi Bettach,Drone Kits,DK208,BYOD-500,6, $ 167.00 , $ 33.40 , $ 968.60 
1104029,23/11/2018,Retail,Individual,Ricky Grimes,Iraq,Al Kut,Drone Kits,DK204,BYOD-300,1, $ 89.00 , 0 , $ 89.00 
1104030,24/11/2018,Wholesale,Business,Lehner Inc.,Iraq,Nahiyat al Karmah,eBooks,EB504,Cartesian Robots,10, $ 12.99 , $ 2.60 , $ 127.30 
1104031,24/11/2018,Retail,Individual,Berkie Lanchbury,Saudi Arabia,Rafha,Robot Kits,RK606,BYOR-3535,1, $ 225.00 , 0 , $ 225.00 
1104032,24/11/2018,Retail,Individual,Deane Kepling,Morocco,Oulad Hassoune,Training Videos,TV809,Understanding 3D Printing,1, $ 42.99 , 0 , $ 42.99 
1104033,24/11/2018,Wholesale,Business,McCullough LLC,Algeria,Illizi,Training Videos,TV806,Mapping with Drones,74, $ 49.00 , $ 9.80 ," $ 3,616.20 "
1104034,25/11/2018,Retail,Individual,Belicia Strafford,Egypt,Bani Murr,Training Videos,TV811,Understanding Drone Regulations,1, $ 27.50 , 0 , $ 27.50 
1104035,25/11/2018,Wholesale,Business,Durgan Group,Algeria,Oum el Bouaghi,eBooks,EB519,Spherical Robots,8, $ 16.75 , $ 3.35 , $ 130.65 
1104036,25/11/2018,Wholesale,Business,Murazik Inc.,Morocco,Douar Snada,Robot Kits,RK607,BYOR-4005,7, $ 245.00 , $ 49.00 ," $ 1,666.00 "
1104037,26/11/2018,Wholesale,Business,CDIA Inc..,Morocco,Moulay Driss Aghbal,eBooks,EB509,GPS Drones,13, $ 19.99 , $ 4.00 , $ 255.87 
1104038,26/11/2018,Wholesale,Business,Erdman LLC,Morocco,Timahdit,eBooks,EB509,GPS Drones,17, $ 19.99 , $ 4.00 , $ 335.83 
1104039,27/11/2018,Wholesale,Business,Schmidt Group,Morocco,Moul El Bergui,Training Videos,TV806,Mapping with Drones,10, $ 49.00 , $ 9.80 , $ 480.20 
1104040,27/11/2018,Wholesale,Business,Howe LLC,Syria,As Safirah,Drones,DS306,DX-145 Drone,7, $ 250.00 , $ 50.00 ," $ 1,700.00 "
1104041,27/11/2018,Wholesale,Business,West Technologies,Morocco,Zawyat Sidi al Mekki,Training Videos,TV802,AI for Educators,4, $ 49.95 , $ 9.99 , $ 189.81 
1104042,27/11/2018,Retail,Business,Quitzon Inc.,Morocco,Gueznaia,Training Videos,TV804,Drone Video Techniques,3, $ 37.99 , 0 , $ 113.97 
1104043,27/11/2018,Retail,Individual,James Lueilwitz,Algeria,Boukhralfa,Robots,RS703,RCB-889 Robot,1, $ 549.00 , 0 , $ 549.00 
1104044,27/11/2018,Wholesale,Business,Kessler Inc.,Morocco,Za'roura,Drone Kits,DK201,BYOD-100,7, $ 54.00 , $ 10.80 , $ 367.20 
1104045,27/11/2018,Retail,Individual,Bri Ernser,Morocco,Sidi Abdellah Ben Taazizt,Robots,RS705,RQTE-554 Robot,1, $ 684.00 , 0 , $ 684.00 
1104046,27/11/2018,Wholesale,Business,Mountain Run LLC,Morocco,El Menzel,Training Videos,TV805,Industrial 3D Printing ,91, $ 49.00 , $ 9.80 ," $ 4,449.20 "
1104047,27/11/2018,Wholesale,Business,Wintheiser Inc.,Morocco,Al Qbab,Robots,RS706,RWW-75 Robot,93, $ 883.00 , $ 176.60 ," $ 81,942.40 "
1104048,28/11/2018,Wholesale,Business,Metz Group,Egypt,Abnub,Blueprints,BP108,Panda Robot Blueprint,8, $ 7.99 , $ 1.60 , $ 62.32 
1104049,28/11/2018,Wholesale,Business,Hickle LLC,Morocco,Imi-n-Tanout,Blueprints,BP106,Hexacopter Drone Blueprint,12, $ 8.99 , $ 1.80 , $ 106.08 
1104050,28/11/2018,Wholesale,Business,Rowe Informations Systems Inc..,Algeria,El Tarf,Robot Kits,RK606,BYOR-3535,10, $ 225.00 , $ 45.00 ," $ 2,205.00 "
1104051,28/11/2018,Retail,Individual,Renaud Lucchi,Morocco,Tadighoust,Blueprints,BP108,Panda Robot Blueprint,1, $ 7.99 , 0 , $ 7.99 
1104052,28/11/2018,Retail,Individual,Lacy Gullivan,Morocco,Jafra,Drone Kits,DK202,BYOD-200,1, $ 58.95 , 0 , $ 58.95 
1104053,28/11/2018,Retail,Individual,David Kyd,Morocco,Zaouia Ait Ishak,Drone Kits,DK206,BYOD-400,1, $ 119.00 , 0 , $ 119.00 
1104054,28/11/2018,Retail,Individual,Thia Finnimore,Syria,Darayya,eBooks,EB514,Polar Robots,1, $ 23.99 , 0 , $ 23.99 
1104055,29/11/2018,Wholesale,Business,Altenwerth and Sons,Morocco,Khmis Sidi al 'Aydi,eBooks,EB518,Single Rotor Drones,3, $ 14.99 , $ 3.00 , $ 41.97 
1104056,29/11/2018,Wholesale,Business,Barton Inc.,Morocco,Sidi Rahal,Drones,DS303,DTD-7000 Drone,6, $ 450.00 , $ 90.00 ," $ 2,610.00 "
1104057,29/11/2018,Wholesale,Business,Kemmer and Sons,Syria,Ghabaghib,Blueprints,BP107,Ladybug Robot Blueprint,8, $ 12.00 , $ 2.40 , $ 93.60 
1104058,29/11/2018,Wholesale,Business,Aufderhar Tech,Morocco,Sidi Yahia Sawad,Training Videos,TV813,Virtual Reality Basics,7, $ 29.99 , $ 6.00 , $ 203.93 
1104059,29/11/2018,Wholesale,Business,King Inc.,Syria,Kafr Zayta,Drone Kits,DK204,BYOD-300,11, $ 89.00 , $ 17.80 , $ 961.20 
1104060,29/11/2018,Retail,Individual,Deb Courtois,Egypt,Suez,Blueprints,BP102,Bsquare Robot Blueprint,1, $ 8.99 , 0 , $ 8.99 
1104061,29/11/2018,Retail,Individual,Zelig Ranson,Syria,Killi,Drone Kits,DK206,BYOD-400,1, $ 119.00 , 0 , $ 119.00 
